inv_section,inv_no,inv_title,inv_year,inv_size_mm,inv_technique,site_index,site_category,site_subcategory,site_title,site_date,site_dimensions,site_dims_source,site_technique,match,match_score,date_check,dim_check,technique_check
"Watercolours, Sketches and Collages",162,Cotton Traders,2007,440x630,watercolour,488,Watercolours & Collages,India large,"Cotton Traders, Aurangabad",,860 x 1170 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",163,Courtyard with Buffalo,2007,860x1170,watercolour,475,Watercolours & Collages,India large,Courtyard with Buffalo,,1170 x 860 mm,field,"Collage, Watercolour",exact,1.00,missing on site,orientation only,site generic
"Watercolours, Sketches and Collages",164,Girls Washing Saris,2007,860x1170,watercolour,478,Watercolours & Collages,India large,Girls Washing Saris,,860 x 1170 mm,field,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",165,Harem Jodhpur,2007,1170x860,watercolour,479,Watercolours & Collages,India large,Harem,,1170 x 860 mm,field,"Collage, Watercolour",probable,0.80,missing on site,ok,site generic
"Watercolours, Sketches and Collages",166,Holy Cows,2007,860x1170,Watercolour,481,Watercolours & Collages,India large,Holy cows,,870 x 1030 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",167,Mud house with figures Khajuraho,2007,490x660,watercolour,421,Watercolours & Collages,India small,Mud House with figures Kujaharo,,450 x 560 mm,field,"Collage, Watercolour",probable,0.89,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",168,Mumbai harbour,2007,490x660,watercolour,490,Watercolours & Collages,India large,Mumbai Harbour,,490 x 660 mm,field,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",169,Pushkar farmland,2007,380x520,watercolour,418,Watercolours & Collages,India small,Pushkar Farmland,2007,380 x 520 mm,field,"Collage, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",170,Painted elephants,2007,1180x520,watercolour,492,Watercolours & Collages,India large,"The painted Elephants, Jaipur",,1170 x 860 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",171,Watermill Aurangabad,2007,1180x860,Watercolour,485,Watercolours & Collages,India large,Watermill Aurangabad,,1170 x 860 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",172,The Noria,2007,1180x860,watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",173,Elephant Gate,2007,1180x860,watercolour,495,Watercolours & Collages,India large,"The Elephant Gate, Jaipur",,1170 x 860 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",174,Blue City,2007,1180x860,Watercolour,423,Watercolours & Collages,India small,The Blue City Jaisalmer,,500 x 860 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",175,Stained glass reflections,2007,570x660,watercolour,496,Watercolours & Collages,India large,Stained glass reflections,,640 x 538 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",176,Stained Glass and roof terraces,2007,570x660,watercolour,494,Watercolours & Collages,India large,Stained Glass and Roof Terraces Jodhpur,,870 x 1020 mm,field,"Collage, Watercolour",probable,0.89,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",177,Pottery village,2007,440x540,watercolour,491,Watercolours & Collages,India large,"Pottery Village, Kujarajo",,676 x 553 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",178,Pushkar with Red Background,2007,860x1180,watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",179,The Pyre Varanasi,2007,1017x860,Watercolour,482,Watercolours & Collages,India large,Pyre,,1170 x 860 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",180,The Heritage India,2007,860x1017,Watercolour,480,Watercolours & Collages,India large,Heritage,,860 x 1170 mm,field,"Collage, Watercolour",probable,0.80,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",181,Bikinis drying,2013,860x1017,Watercolour collage,509,Watercolours & Collages,2011-2014,Bikinis drying,2011,,,"Collage, Watercolour",exact,1.00,MISMATCH,missing on site,site generic
"Watercolours, Sketches and Collages",182,Dotty Skulls,2013,860x1017,Watercolour collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",183,Drying the Cloth on the Ground,2009,860x1017,watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",184,Two Skulls in the Lava Field,2013,1170x850,,502,Watercolours & Collages,2011-2014,Two sculls in the lava field,2011,,,"Collage, Watercolour",exact,0.96,MISMATCH,missing on site,inventory has no technique
"Watercolours, Sketches and Collages",185,Spotty Skulls,2013,640x840,,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",186,Spotlights,2012,440x380,watercolour,403,Watercolours & Collages,Fairground in the sea,Spotlights,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",187,Dolphin ride,2012,440x380,Watercolour collage,394,Watercolours & Collages,Fairground in the sea,Dolphin Ride,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",188,La Movida,2012,500x300,Watercolour collage,397,Watercolours & Collages,Fairground in the sea,La Movida,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",189,Giant projection screen,2012,300x500,watercolour,396,Watercolours & Collages,Fairground in the sea,Giant Projection Screen,,380 x 500 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",190,Superwoman Roundabout,2012,500x300,watercolour,404,Watercolours & Collages,Fairground in the sea,Superwoman roundabout,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",191,Spiderman roundabout,2012,650x330,Watercolour collage,402,Watercolours & Collages,Fairground in the sea,Spiderman Roundabout,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",192,Spiderman,2012,500x300,watercolour,401,Watercolours & Collages,Fairground in the sea,Spiderman,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",193,Spiderman and dolphins,2012,300x500,watercolour,400,Watercolours & Collages,Fairground in the sea,Spiderman & Dolphins,,380 x 500 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",194,Fairground structures,2012,500x300,Watercolour collage,395,Watercolours & Collages,Fairground in the sea,Fairground Structures,,500 x 380 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",195,The bull ride,2012,300x500,watercolour,405,Watercolours & Collages,Fairground in the sea,The Bull Ride,,380 x 500 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",196,Triptych no 1,2011,1017x860,Watercolour collage,459,Watercolours & Collages,Albert hall cirque du soliel,No.1 dancer & clown Triptych,,1180 x 870 mm,field,"Collage, Watercolour",manual,,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",197,Triptych no 2,2011,1017x860,Watercolour collage,460,Watercolours & Collages,Albert hall cirque du soliel,No.2 Bring in The Clowns Triptych,,1180 x 870 mm,field,"Collage, Watercolour",manual,,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",198,Triptych no 3,2011,1017x860,Watercolour collage,461,Watercolours & Collages,Albert hall cirque du soliel,No.3 The Grand Slide Triptych,,1180 x 870 mm,field,"Collage, Watercolour",manual,,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",199,Acrobat descending and pink contortionist,2011,760x570,watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",200,All Hanging From Ropes,2011,530x380,watercolour,465,Watercolours & Collages,Albert hall cirque du soliel,All hanging on Ropes,,530 x 380 mm,field,"Collage, Watercolour",probable,0.90,missing on site,ok,site generic
"Watercolours, Sketches and Collages",201,Bring in the Clowns (Sketch),2011,620x460,watercolour,467,Watercolours & Collages,Albert hall cirque du soliel,Bring in the Clowns sketch,,620 x 460 mm,field,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",202,Acrobat with Clowns,2011,530x380,watercolour,462,Watercolours & Collages,Albert hall cirque du soliel,Acrobat with 4 clowns sketch,,530 x 380 mm,field,"Collage, Watercolour",probable,0.81,missing on site,ok,site generic
"Watercolours, Sketches and Collages",203,Acrobat descending and pink contortionist,2011,760x570,Watercolour collage,464,Watercolours & Collages,Albert hall cirque du soliel,Acrobats Descending and Pink Cortortionist,,1760 x 1570 mm,field,"Collage, Watercolour",exact,0.96,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",204,Blue Acrobat with Shadows,2011,760x570,Watercolour,466,Watercolours & Collages,Albert hall cirque du soliel,Blue acrobat with shadows,,630 x 480 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",205,Pink Acrobat and audience,2011,460x680,Watercolour collage,470,Watercolours & Collages,Albert hall cirque du soliel,Pink acrobat & audience sketch,,460 x 680 mm,field,"Collage, Watercolour",probable,0.88,missing on site,ok,site generic
"Watercolours, Sketches and Collages",206,Pink acrobats with poles and ropes,2011,300x210,watercolour collage,471,Watercolours & Collages,Albert hall cirque du soliel,Pink Acrobats with Poles & Ropes,,460 x 560 mm,field,"Collage, Watercolour",exact,1.00,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",207,Dance with red poles and ropes,2011,570x760,Watercolour collage,468,Watercolours & Collages,Albert hall cirque du soliel,Dance with red courtains and ropes,,570 x 760 mm,field,"Collage, Watercolour",probable,0.84,missing on site,ok,site generic
"Watercolours, Sketches and Collages",208,Grand Slide,2011,630x480,Watercolour collage,469,Watercolours & Collages,Albert hall cirque du soliel,Grand slide sketch,,630 x 480 mm,field,"Collage, Watercolour",probable,0.80,missing on site,ok,site generic
"Watercolours, Sketches and Collages",209,The big wheel,2011,300x210,Pencil drawing,390,Watercolours & Collages,Blind drawings albert hall cirque du soliel,The big Wheel,,300 x 210 mm,field,"Collage, Drawing, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",210,Acrobats and dancers with yellow spotlights,2011,300x210,Pencil drawing and coloured tape,381,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Acrobats & Dancers with yellow spotlights,,300 x 210 mm,field,"Collage, Drawing, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",211,The Great white slide,2011,300x210,Pencil drawing,386,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Great white Slide,,300 x 210 mm,field,"Collage, Drawing, Watercolour",probable,0.89,missing on site,ok,site generic
"Watercolours, Sketches and Collages",212,All on the ropes,2011,300x210,Pencil Drawing,384,Watercolours & Collages,Blind drawings albert hall cirque du soliel,All on a Rope,,300 x 210 mm,field,"Collage, Drawing, Watercolour",probable,0.83,missing on site,ok,site generic
"Watercolours, Sketches and Collages",213,Dancers and roof structure,2011,300x210,Pencil Drawing,385,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Dancers & Roof stucture light,,300 x 210 mm,field,"Collage, Drawing, Watercolour",probable,0.88,missing on site,ok,site generic
"Watercolours, Sketches and Collages",214,Juggler and pottery man,2011,300x210,"Pencil, Watercolour and Tape",393,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Juggler & Pottery Man,,300 x 210 mm,field,"Collage, Drawing, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",215,Juggler and dancer,2011,300x210,Pencil drawing,387,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Juggler &Dancer Light,,,,"Collage, Drawing, Watercolour",probable,0.86,missing on site,missing on site,site generic
"Watercolours, Sketches and Collages",216,Net Dancer,2011,300x210,Pencil drawing,388,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Net dancer,,,,"Collage, Drawing, Watercolour",exact,1.00,missing on site,missing on site,site generic
"Watercolours, Sketches and Collages",217,Yellow spotlight and smoke,2011,300x210,Pencil drawing and tape,392,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Yellow Spotlights & Smoke Black & Colour,,300 x 210 mm,field,"Collage, Drawing, Watercolour",probable,0.74,missing on site,ok,site generic
"Watercolours, Sketches and Collages",218,Smoke,2011,300x210,Pencil drawing and yellow tape,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",219,Purple Masks and orange wings,2011,300x210,Pencil drawing,389,Watercolours & Collages,Blind drawings albert hall cirque du soliel,"Purple masks, Orange Wings",,,,"Collage, Drawing, Watercolour",probable,0.93,missing on site,missing on site,site generic
"Watercolours, Sketches and Collages",220,Acrobats with white slide,,300x210,Pencil drawing,383,Watercolours & Collages,Blind drawings albert hall cirque du soliel,Acrobats with White Sheets,,300 x 210 mm,field,"Collage, Drawing, Watercolour",probable,0.86,ok,ok,site generic
"Watercolours, Sketches and Collages",221,Lorca's Flowers,2013,380x520,Watercolour collage,508,Watercolours & Collages,2011-2014,Lorca's flowers,2011,,,"Collage, Watercolour",exact,1.00,MISMATCH,missing on site,site generic
"Watercolours, Sketches and Collages",222,Sexy Flowers in a Bay,2012,650x860,,505,Watercolours & Collages,2011-2014,Sexy flowers in a landscape,2011,650 x 860 mm,field,"Collage, Watercolour",probable,0.79,MISMATCH,ok,inventory has no technique
"Watercolours, Sketches and Collages",223,Katalina's wall flowers,2013,610x460,watercolour,507,Watercolours & Collages,2011-2014,atalina's wall flowers rev,2011,61 x 46 cm,field,"Collage, Watercolour",probable,0.90,MISMATCH,ok,site generic
"Watercolours, Sketches and Collages",224,House with Bougainvillea,2012,650x850,watercolour,506,Watercolours & Collages,2011-2014,House with burganvillia,2011,820 x 650 mm,field,"Collage, Watercolour",probable,0.89,MISMATCH,MISMATCH,site generic
"Watercolours, Sketches and Collages",225,Sexy Flowers red and orange,2012,650x870,Watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",226,Plunging beauty with red flowers,2012,860x1030,Watercolour,504,Watercolours & Collages,2011-2014,plunging beauty & red flowers,2011,86 x 103 cm,field,"Collage, Watercolour",probable,0.89,MISMATCH,ok,site generic
"Watercolours, Sketches and Collages",227,White and yellow flowers,2012,650x850,watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",228,Dotty skulls,2013,860x1170,watercolour,503,Watercolours & Collages,2011-2014,Dotty sculls,2011,,,"Collage, Watercolour",probable,0.92,MISMATCH,missing on site,site generic
"Watercolours, Sketches and Collages",229,Sculls in the lava field,2013,640x840,watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",230,Two sculls with coloured background,2013,640x840,Watercolour collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",231,Interchange,2014,650x850,Watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",232,Succulents,2014,650x850,Watercolour,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",233,Butterfly,2014,950x800,Watercolour collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",234,Butterfly in Patio,2014,950x800,Watercolour collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",235,Plants and butterfly,2014,650x880,Watercolour collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",236,Hibiscus and the moon,2014,650x880,Watercolour collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",237,Pond 1,2014,650x880,,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",238,Pond 2,2014,650x880,Watercolour Collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",239,Twigs and Plumbago,2014,950x800,Watercolour Collage,,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",240,The grand hibiscus,2014,910x1020,Watercolour Collage,,,,,,,,,unmatched,,,,
Acrylic Sculpture and installations,1,Raft,1968,600x360x170,Space engraving acrylic,275,Sculptures & Installations,1963-2006,05 Raft 600x360x170 mm,1968,600x360x170 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,1,Raft,1968,600x360x170,Space engraving acrylic,233,Sculptures & Installations,Bradford museum retrospective,(1) Raft 600x360x170 mm,1968,600x360x170 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,2,Samurai,1969,1329x500x250,Space engraving,278,Sculptures & Installations,1963-2006,08 Samurai 1320x550x250 mm,1969,1320x550x250 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,2,Samurai,1969,1329x500x250,Space engraving,235,Sculptures & Installations,Bradford museum retrospective,(3) Samurai 1320x550x250 mm,1969,1320x550x250 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,2,Samurai,1969,1329x500x250,Space engraving,317,Sculptures & Installations,1963-2006,49 Samurai (Stockholm),1963,,,Sculpture,probable,1.00,MISMATCH,missing on site,site generic
Acrylic Sculpture and installations,3,Windows,1971,1100x850x150,Space engraving,279,Sculptures & Installations,1963-2006,09 Windows 1100x850x150 mm,1969,1100x850x150 mm,title,Sculpture,exact,1.00,MISMATCH,ok,site generic
Acrylic Sculpture and installations,3,Windows,1971,1100x850x150,Space engraving,236,Sculptures & Installations,Bradford museum retrospective,(4) Windows 1100x850x150 mm,1969,1100x850x150 mm,title,Sculpture,exact,1.00,MISMATCH,ok,site generic
Acrylic Sculpture and installations,3,Windows,1971,1100x850x150,Space engraving,280,Sculptures & Installations,1963-2006,10 Windows,1969,,,Sculpture,exact,1.00,MISMATCH,missing on site,site generic
Acrylic Sculpture and installations,4,Welcome Arch,1971,1800x1120x400,"Space engraving, silk screen and etching",281,Sculptures & Installations,1963-2006,11 Welcome Arch 1800x1120x100 mm,1971,1800x1120x100 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,4,Welcome Arch,1971,1800x1120x400,"Space engraving, silk screen and etching",237,Sculptures & Installations,Bradford museum retrospective,(5) Welcome Arch 1800x1120x100 mm,1971,1800x1120x100 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,5,Echo Chamber,1974,360x320x400,"Space engraving, drilling and lathe formatting",284,Sculptures & Installations,1963-2006,14 Echo Chamber 360x320x400 mm,1974,360x320x400 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,5,Echo Chamber,1974,360x320x400,"Space engraving, drilling and lathe formatting",239,Sculptures & Installations,Bradford museum retrospective,(7) Echo Chamber 360x320x400 mm,1974,360x320x400 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,7,Step into the future,1975,400x480x300,"Sculpture maquette, finalist for Strand sculpture competition",241,Sculptures & Installations,Bradford museum retrospective,(9) Step into the Future 400x480x300 mm,1975,400x480x300 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,7,Step into the future,1975,400x480x300,"Sculpture maquette, finalist for Strand sculpture competition",285,Sculptures & Installations,1963-2006,15 Step into the Future q1975 400x480x300 mm,1963,400x480x300 mm,title,Sculpture,exact,1.00,MISMATCH,ok,site generic
Acrylic Sculpture and installations,8,The Lure of lost Cultures,,2200x1240x700,"Space engraving, injection moulding and timber",287,Sculptures & Installations,1963-2006,17 The Lure of Lost Cultures 2200x1240x700 mm,1982,2200x1240x700 mm,title,Sculpture,exact,1.00,inventory has no year,ok,site generic
Acrylic Sculpture and installations,8,The Lure of lost Cultures,,2200x1240x700,"Space engraving, injection moulding and timber",242,Sculptures & Installations,Bradford museum retrospective,(10) The Lure of Lost Cultures 2200x1240x700 mm,1982,2200x1240x700 mm,title,Sculpture,exact,1.00,inventory has no year,ok,site generic
Acrylic Sculpture and installations,9,Titania,1990,2410x180x1120,Space engraving and welded steel,252,Sculptures & Installations,Bradford museum retrospective,(20) Titania 2410x1180x1120 mm,1990,2410x1180x1120 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,10,Fly wheel,1985,990x87x113,Space engraving and welded steel,289,Sculptures & Installations,1963-2006,19 Flywheel 990x870x1130 mm,1985,990x870x1130 mm,title,Sculpture,exact,0.94,ok,MISMATCH,site generic
Acrylic Sculpture and installations,10,Fly wheel,1985,990x87x113,Space engraving and welded steel,244,Sculptures & Installations,Bradford museum retrospective,(12) Flywheel 990x870x1130 mm,1985,990x870x1130 mm,title,Sculpture,exact,0.94,ok,MISMATCH,site generic
Acrylic Sculpture and installations,11,Amazon,1985,1000x600x540,Space engraving,290,Sculptures & Installations,1963-2006,20 Amazon 1000x600x540 mm,1985,1000x600x540 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,11,Amazon,1985,1000x600x540,Space engraving,245,Sculptures & Installations,Bradford museum retrospective,(13) Amazon 1000x600x540 mm,1985,1000x600x540 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,12,Hover cube,1989,700x780x300,Space engraving and steel,296,Sculptures & Installations,1963-2006,26 Hovercube1989 700x780x300 mm,1963,700x780x300 mm,title,Sculpture,exact,0.95,MISMATCH,ok,site generic
Acrylic Sculpture and installations,12,Hover cube,1989,700x780x300,Space engraving and steel,246,Sculptures & Installations,Bradford museum retrospective,(14) Hovercube1989 700x780x300 mm,,700x780x300 mm,title,Sculpture,exact,0.95,missing on site,ok,site generic
Acrylic Sculpture and installations,14,Macho the Cock,1985,1180x1230x1140,Space engraving and welded steel,292,Sculptures & Installations,1963-2006,22 Macho the Cock 1180x1230x1140 mm,1985,1180x1230x1140 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,14,Macho the Cock,1985,1180x1230x1140,Space engraving and welded steel,247,Sculptures & Installations,Bradford museum retrospective,(15) Macho the Cock 1180x1230x1140 mm,1985,1180x1230x1140 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,14,Macho the Cock,1985,1180x1230x1140,Space engraving and welded steel,294,Sculptures & Installations,1963-2006,24 Macho the Cock (detail),1985,,,Sculpture,probable,1.00,ok,missing on site,site generic
Acrylic Sculpture and installations,15,Ego the Goat,1987,1300x1070x1067,Space engraving and welded steel,303,Sculptures & Installations,1963-2006,34 Ego the Goat,1987,1300 x 1070 mm,field,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,15,Ego the Goat,1987,1300x1070x1067,Space engraving and welded steel,249,Sculptures & Installations,Bradford museum retrospective,(17) Ego the Goat,1987,1300 x 1070 mm,field,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,15,Ego the Goat,1987,1300x1070x1067,Space engraving and welded steel,320,Sculptures & Installations,1963-2006,52 Ego The Goat (Stockholm),1963,,,Sculpture,probable,1.00,MISMATCH,missing on site,site generic
Acrylic Sculpture and installations,16,Woman in Waves,1989,950x600x560,Space engraving,298,Sculptures & Installations,1963-2006,28 Woman in Waves 950x600x560 mm,1963,950x600x560 mm,title,Sculpture,exact,1.00,MISMATCH,ok,site generic
Acrylic Sculpture and installations,16,Woman in Waves,1989,950x600x560,Space engraving,250,Sculptures & Installations,Bradford museum retrospective,(18) Woman in Waves 950x600x560 mm,,950x600x560 mm,title,Sculpture,exact,1.00,missing on site,ok,site generic
Acrylic Sculpture and installations,17,Titania,1990,2410x180x1120,Space engraving and welded steel,301,Sculptures & Installations,1963-2006,32 Titania,1990,,,Sculpture,exact,1.00,ok,missing on site,site generic
Acrylic Sculpture and installations,17,Titania,1990,2410x180x1120,Space engraving and welded steel,318,Sculptures & Installations,1963-2006,50 Titania (Stockholm),1963,,,Sculpture,probable,1.00,MISMATCH,missing on site,site generic
Acrylic Sculpture and installations,18,Fish and Swan,1989,1850x640x550,Two Space engravings exhibited together,307,Sculptures & Installations,1963-2006,38 Fish 1920x880x480 mm,2000,1920x880x480 mm,title,Sculpture,probable,0.80,MISMATCH,MISMATCH,site generic
Acrylic Sculpture and installations,19,Grotto for Toros,1989,1930x1350x1350,"Space engraving, welded steel and stone",306,Sculptures & Installations,1963-2006,37 Grotto for Torus 1430x1350x1350 mm,1963,1430x1350x1350 mm,title,Sculpture,exact,0.94,MISMATCH,MISMATCH,site generic
Acrylic Sculpture and installations,19,Grotto for Toros,1989,1930x1350x1350,"Space engraving, welded steel and stone",253,Sculptures & Installations,Bradford museum retrospective,(21) Grotto for Torus 1430x1350x1350 mm,,1430x1350x1350 mm,title,Sculpture,exact,0.94,missing on site,MISMATCH,site generic
Acrylic Sculpture and installations,20,Icebergs,2000,300x360x160,Space engraving,299,Sculptures & Installations,1963-2006,29 Icebergs 300x360x170 mm,2000,300x360x170 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,20,Icebergs,2000,300x360x160,Space engraving,254,Sculptures & Installations,Bradford museum retrospective,(22) Icebergs 300x360x170 mm,2000,300x360x170 mm,title,Sculpture,exact,1.00,ok,MISMATCH,site generic
Acrylic Sculpture and installations,21,Prismatic Space,2002,420x230x480,Space engraving,308,Sculptures & Installations,1963-2006,40 Prismatic Shapes 420x230x480 mm,2002,420x230x480 mm,title,Sculpture,probable,0.84,ok,ok,site generic
Acrylic Sculpture and installations,22,SPA,2003,1640x700x700,Space engraving and digital print,309,Sculptures & Installations,1963-2006,41 SPA 1640x700x700mm,2003,1640x700x700mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,22,SPA,2003,1640x700x700,Space engraving and digital print,258,Sculptures & Installations,Bradford museum retrospective,(26) SPA 1640x700x700mm,2003,1640x700x700mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,22,SPA,2003,1640x700x700,Space engraving and digital print,310,Sculptures & Installations,1963-2006,42 SPA (detail),1963,,,Sculpture,probable,1.00,MISMATCH,missing on site,site generic
Acrylic Sculpture and installations,23,Moon Over the Water,2002,810x1100x640,Space engraving and steel,305,Sculptures & Installations,1963-2006,36 Moon over Water 890x1100x640 mm,2002,890x1100x640 mm,title,Sculpture,probable,0.88,ok,MISMATCH,site generic
Acrylic Sculpture and installations,24,TAO,1965,1000x600x580,Space engraving and welded steel,291,Sculptures & Installations,1963-2006,21 TAO 1000x600x580 mm,1965,1000x600x580 mm,title,Sculpture,exact,1.00,ok,ok,site generic
Acrylic Sculpture and installations,24,TAO,1965,1000x600x580,Space engraving and welded steel,240,Sculptures & Installations,Bradford museum retrospective,(8) TAO 1000x600x580 mm,1965,1000x600x580 mm,title,Sculpture,exact,1.00,ok,ok,site generic
